genome_id	AMR_org	antibiotic	measurement	measurement_unit	laboratory_typing_method	genome_name	POS_QC_amikacin	POS_QC_chloramphenicol	POS_QC_ciprofloxacin	POS_QC_gentamicin	POS_QC_meropenem	POS_QC_amoxicillin	POS_QC_amoxicillin_clavulanic_acid	POS_QC_cefepime	POS_QC_ceftazidime	POS_QC_tigecycline	QC_amikacin	QC_chloramphenicol	QC_ciprofloxacin	QC_gentamicin	QC_meropenem	QC_amoxicillin	QC_amoxicillin_clavulanic_acid	QC_cefepime	QC_ceftazidime	QC_tigecycline
G13	B_ESCHR_COLI	cefepime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	W	W	P	P	W	P	P
G13	B_ESCHR_COLI	ceftazidime	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	W	W	P	P	W	P	P
G13	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	W	W	P	P	W	P	P
G21	B_ESCHR_COLI	amikacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	chloramphenicol	16	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	gentamicin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	meropenem	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	cefepime	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	ceftazidime	64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G21	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	W	P	P	W	P	P
G29	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	chloramphenicol	64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	meropenem	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	ceftazidime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G29	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G37	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	ciprofloxacin	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	meropenem	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G37	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	W	P	P
G47	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	ciprofloxacin	0.015	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	meropenem	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	cefepime	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G47	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	W	W	W	P	P	W	W	P
G59	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	ciprofloxacin	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	meropenem	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	ceftazidime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
G59	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	W	W	P	P	P	P	P	P
F44	B_ESCHR_COLI	amikacin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	meropenem	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	cefepime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	ceftazidime	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F44	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	W	P	P	P	P	P
F52	B_ESCHR_COLI	amikacin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	meropenem	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	cefepime	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	ceftazidime	0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F52	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	W	P	P	W	P	P	W	W	F
F60	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	meropenem	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	amoxicillin_clavulanic_acid	64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F60	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	P	P	P	P	P	W	P	P
F68	B_ESCHR_COLI	amikacin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	chloramphenicol	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	ciprofloxacin	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	gentamicin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	meropenem	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	ceftazidime	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F68	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	W	P
F78	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	chloramphenicol	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	gentamicin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	meropenem	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	cefepime	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	ceftazidime	16	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
F78	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	P	P	P	P	P	P	P	W	W	P
G6	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	chloramphenicol	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	gentamicin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	meropenem	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	cefepime	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	ceftazidime	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G6	B_ESCHR_COLI	tigecycline	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	W	F	W	W	P	P	W	P	W
G14	B_ESCHR_COLI	amikacin	2	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	gentamicin	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	meropenem	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	cefepime	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	ceftazidime	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G14	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	P	P	P
G22	B_ESCHR_COLI	amikacin	1	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	ciprofloxacin	0.008	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	gentamicin	0.5	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	meropenem	0.25	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	amoxicillin	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	amoxicillin_clavulanic_acid	>64	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	cefepime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	ceftazidime	0.125	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G22	B_ESCHR_COLI	tigecycline	<0.0625	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	W	W	P	P	W	P	P
G30	B_ESCHR_COLI	amikacin	8	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	P	P	P
G30	B_ESCHR_COLI	chloramphenicol	4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	P	P	P
G30	B_ESCHR_COLI	ciprofloxacin	>4	mg/L	Agar dilution	Escherichia coli	2	2	0.008	0.25	0.015	8	16	<0.03	0.125	<0.0625	W	P	P	P	P	P	P	P	P	P
