study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB4681	SAMEA2204595	ERX401239	ERR434964	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434964/ERR434964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434964/ERR434964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434964/11658_7#34.cram	
PRJEB4681	SAMEA2204596	ERX401240	ERR434965	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434965/ERR434965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434965/ERR434965_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434965/11658_7#35.cram	
PRJEB4681	SAMEA2204599	ERX401241	ERR434966	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434966/ERR434966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434966/ERR434966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434966/11658_7#36.cram	
PRJEB4681	SAMEA2204640	ERX401242	ERR434967	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434967/ERR434967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434967/ERR434967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434967/11658_7#37.cram	
PRJEB4681	SAMEA2204645	ERX401243	ERR434968	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434968/ERR434968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434968/ERR434968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434968/11658_7#38.cram	
PRJEB4681	SAMEA2204646	ERX401244	ERR434969	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434969/ERR434969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434969/ERR434969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434969/11658_7#39.cram	
PRJEB4681	SAMEA2204692	ERX401245	ERR434970	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434970/ERR434970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434970/ERR434970_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434970/11658_7#40.cram	
PRJEB4681	SAMEA2204699	ERX401246	ERR434971	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434971/ERR434971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434971/ERR434971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434971/11658_7#41.cram	
PRJEB4681	SAMEA2204700	ERX401247	ERR434972	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434972/ERR434972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434972/ERR434972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434972/11658_7#42.cram	
PRJEB4681	SAMEA2204703	ERX401248	ERR434973	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434973/ERR434973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434973/ERR434973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434973/11658_7#43.cram	
PRJEB4681	SAMEA2204718	ERX401249	ERR434974	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434974/ERR434974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434974/ERR434974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434974/11658_7#44.cram	
PRJEB4681	SAMEA2204721	ERX401250	ERR434975	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434975/ERR434975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434975/ERR434975_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434975/11658_7#45.cram	
PRJEB4681	SAMEA2204730	ERX401251	ERR434976	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434976/ERR434976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434976/ERR434976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434976/11658_7#46.cram	
PRJEB4681	SAMEA2204732	ERX401252	ERR434977	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434977/ERR434977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434977/ERR434977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434977/11658_7#47.cram	
PRJEB4681	SAMEA2204735	ERX401253	ERR434978	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434978/ERR434978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434978/ERR434978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434978/11658_7#48.cram	
PRJEB4681	SAMEA2204756	ERX401254	ERR434979	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434979/ERR434979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434979/ERR434979_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434979/11658_7#49.cram	
PRJEB4681	SAMEA2204778	ERX401255	ERR434980	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434980/ERR434980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434980/ERR434980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434980/11658_7#50.cram	
PRJEB4681	SAMEA2204780	ERX401256	ERR434981	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434981/ERR434981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434981/ERR434981_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434981/11658_7#51.cram	
PRJEB4681	SAMEA2204887	ERX401257	ERR434982	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434982/ERR434982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434982/ERR434982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434982/11658_7#52.cram	
PRJEB4681	SAMEA2204898	ERX401258	ERR434983	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434983/ERR434983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434983/ERR434983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434983/11658_7#53.cram	
PRJEB4681	SAMEA2204903	ERX401259	ERR434984	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434984/ERR434984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434984/ERR434984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434984/11658_7#54.cram	
PRJEB4681	SAMEA2204912	ERX401260	ERR434985	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434985/ERR434985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434985/ERR434985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434985/11658_7#55.cram	
PRJEB4681	SAMEA2204924	ERX401261	ERR434986	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434986/ERR434986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434986/ERR434986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434986/11658_7#56.cram	
PRJEB4681	SAMEA2204934	ERX401262	ERR434987	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434987/ERR434987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434987/ERR434987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434987/11658_7#57.cram	
PRJEB4681	SAMEA2204935	ERX401263	ERR434988	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434988/ERR434988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434988/ERR434988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434988/11658_7#58.cram	
PRJEB4681	SAMEA2204954	ERX401264	ERR434989	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434989/ERR434989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434989/ERR434989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434989/11658_7#59.cram	
PRJEB4681	SAMEA2204958	ERX401265	ERR434990	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434990/ERR434990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434990/ERR434990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434990/11658_7#60.cram	
PRJEB4681	SAMEA2204959	ERX401266	ERR434991	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434991/ERR434991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434991/ERR434991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434991/11658_7#61.cram	
PRJEB4681	SAMEA2204974	ERX401267	ERR434992	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434992/ERR434992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434992/ERR434992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434992/11658_7#62.cram	
PRJEB4681	SAMEA2204978	ERX401268	ERR434993	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434993/ERR434993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434993/ERR434993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434993/11658_7#63.cram	
PRJEB4681	SAMEA2205024	ERX401269	ERR434994	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434994/ERR434994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434994/ERR434994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434994/11658_7#64.cram	
PRJEB4681	SAMEA2205141	ERX401270	ERR434995	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434995/ERR434995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434995/ERR434995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434995/11658_7#65.cram	
PRJEB4681	SAMEA2205144	ERX401271	ERR434996	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434996/ERR434996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434996/ERR434996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434996/11658_7#66.cram	
PRJEB4681	SAMEA2205151	ERX401272	ERR434997	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434997/ERR434997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434997/ERR434997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434997/11658_7#67.cram	
PRJEB4681	SAMEA2205153	ERX401273	ERR434998	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434998/ERR434998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434998/ERR434998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434998/11658_7#68.cram	
PRJEB4681	SAMEA2205155	ERX401274	ERR434999	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434999/ERR434999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR434/ERR434999/ERR434999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR434/ERR434999/11658_7#69.cram	
PRJEB4681	SAMEA2205181	ERX401275	ERR435000	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435000/ERR435000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435000/ERR435000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435000/11658_7#70.cram	
PRJEB4681	SAMEA2205313	ERX401276	ERR435001	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435001/ERR435001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435001/ERR435001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435001/11658_7#71.cram	
PRJEB4681	SAMEA2205343	ERX401277	ERR435002	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435002/ERR435002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435002/ERR435002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435002/11658_7#72.cram	
PRJEB4681	SAMEA2205399	ERX401278	ERR435003	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435003/ERR435003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435003/ERR435003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435003/11658_7#73.cram	
PRJEB4681	SAMEA2205427	ERX401279	ERR435004	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435004/ERR435004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435004/ERR435004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435004/11658_7#74.cram	
PRJEB4681	SAMEA2205445	ERX401280	ERR435005	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435005/ERR435005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435005/ERR435005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435005/11658_7#75.cram	
PRJEB4681	SAMEA2205453	ERX401281	ERR435006	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435006/ERR435006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435006/ERR435006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435006/11658_7#76.cram	
PRJEB4681	SAMEA2205462	ERX401282	ERR435007	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435007/ERR435007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435007/ERR435007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435007/11658_7#77.cram	
PRJEB4681	SAMEA2205481	ERX401283	ERR435008	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435008/ERR435008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435008/ERR435008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435008/11658_7#78.cram	
PRJEB4681	SAMEA2205486	ERX401284	ERR435009	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435009/ERR435009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435009/ERR435009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435009/11658_7#79.cram	
PRJEB4681	SAMEA2205493	ERX401285	ERR435010	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435010/ERR435010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435010/ERR435010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435010/11658_7#80.cram	
PRJEB4681	SAMEA2205502	ERX401286	ERR435011	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435011/ERR435011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435011/ERR435011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435011/11658_7#81.cram	
PRJEB4681	SAMEA2205513	ERX401287	ERR435012	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435012/ERR435012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435012/ERR435012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435012/11658_7#82.cram	
PRJEB4681	SAMEA2205516	ERX401288	ERR435013	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435013/ERR435013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435013/ERR435013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435013/11658_7#83.cram	
PRJEB4681	SAMEA2205561	ERX401289	ERR435014	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435014/ERR435014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435014/ERR435014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435014/11658_7#84.cram	
PRJEB4681	SAMEA2205569	ERX401290	ERR435015	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435015/ERR435015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435015/ERR435015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435015/11658_7#85.cram	
PRJEB4681	SAMEA2205571	ERX401291	ERR435016	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435016/ERR435016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435016/ERR435016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435016/11658_7#86.cram	
PRJEB4681	SAMEA2205581	ERX401292	ERR435017	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435017/ERR435017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435017/ERR435017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435017/11658_7#87.cram	
PRJEB4681	SAMEA2205583	ERX401293	ERR435018	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435018/ERR435018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435018/ERR435018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435018/11658_7#88.cram	
PRJEB4681	SAMEA2205587	ERX401294	ERR435019	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435019/ERR435019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435019/ERR435019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435019/11658_7#89.cram	
PRJEB4681	SAMEA2205593	ERX401295	ERR435020	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435020/ERR435020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435020/ERR435020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435020/11658_7#90.cram	
PRJEB4681	SAMEA2205597	ERX401296	ERR435021	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435021/ERR435021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435021/ERR435021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435021/11658_7#91.cram	
PRJEB4681	SAMEA2205602	ERX401297	ERR435022	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435022/ERR435022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435022/ERR435022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435022/11658_7#92.cram	
PRJEB4681	SAMEA2205604	ERX401298	ERR435023	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435023/ERR435023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435023/ERR435023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435023/11658_7#93.cram	
PRJEB4681	SAMEA2205606	ERX401299	ERR435024	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435024/ERR435024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435024/ERR435024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435024/11658_7#94.cram	
PRJEB4681	SAMEA2205611	ERX401300	ERR435025	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435025/ERR435025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435025/ERR435025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435025/11658_7#95.cram	
PRJEB4681	SAMEA2205617	ERX401301	ERR435026	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435026/ERR435026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435026/ERR435026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435026/11658_7#96.cram	
PRJEB4681	SAMEA2204249	ERX401302	ERR435027	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435027/ERR435027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435027/ERR435027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435027/11658_8#24.cram	
PRJEB4681	SAMEA2204267	ERX401303	ERR435028	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435028/ERR435028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435028/ERR435028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435028/11658_8#25.cram	
PRJEB4681	SAMEA2204271	ERX401304	ERR435029	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435029/ERR435029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435029/ERR435029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435029/11658_8#26.cram	
PRJEB4681	SAMEA2204284	ERX401305	ERR435030	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435030/ERR435030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435030/ERR435030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435030/11658_8#27.cram	
PRJEB4681	SAMEA2204298	ERX401306	ERR435031	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435031/ERR435031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435031/ERR435031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435031/11658_8#28.cram	
PRJEB4681	SAMEA2204299	ERX401307	ERR435032	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435032/ERR435032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435032/ERR435032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435032/11658_8#29.cram	
PRJEB4681	SAMEA2204304	ERX401308	ERR435033	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435033/ERR435033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435033/ERR435033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435033/11658_8#30.cram	
PRJEB4681	SAMEA2204305	ERX401309	ERR435034	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435034/ERR435034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435034/ERR435034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435034/11658_8#31.cram	
PRJEB4681	SAMEA2204322	ERX401310	ERR435035	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435035/ERR435035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435035/ERR435035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435035/11658_8#32.cram	
PRJEB4681	SAMEA2204332	ERX401311	ERR435036	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435036/ERR435036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435036/ERR435036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435036/11658_8#33.cram	
PRJEB4681	SAMEA2204333	ERX401312	ERR435037	562	Escherichia coli	ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435037/ERR435037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR435/ERR435037/ERR435037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR435/ERR435037/11658_8#34.cram	
